x-axis,FFT
-369.7212E+00,
-369.2234E+00,
-368.7256E+00,
-368.2278E+00,
-367.7300E+00,
-367.2322E+00,
-366.7344E+00,
-366.2366E+00,
-365.7387E+00,
-365.2409E+00,
-364.7431E+00,
-364.2453E+00,
-363.7475E+00,
-363.2497E+00,
-362.7519E+00,
-362.2541E+00,
-361.7563E+00,
-361.2585E+00,
-360.7607E+00,
-360.2628E+00,
-359.7650E+00,
-359.2672E+00,
-358.7694E+00,
-358.2716E+00,
-357.7738E+00,
-357.2760E+00,
-356.7782E+00,
-356.2804E+00,
-355.7826E+00,
-355.2847E+00,
-354.7869E+00,
-354.2891E+00,
-353.7913E+00,
-353.2935E+00,
-352.7957E+00,
-352.2979E+00,
-351.8001E+00,
-351.3023E+00,
-350.8045E+00,
-350.3067E+00,
-349.8088E+00,
-349.3110E+00,
-348.8132E+00,
-348.3154E+00,
-347.8176E+00,
-347.3198E+00,
-346.8220E+00,
-346.3242E+00,
-345.8264E+00,
-345.3286E+00,
-344.8307E+00,
-344.3329E+00,
-343.8351E+00,
-343.3373E+00,
-342.8395E+00,
-342.3417E+00,
-341.8439E+00,
-341.3461E+00,
-340.8483E+00,
-340.3505E+00,
-339.8526E+00,
-339.3548E+00,
-338.8570E+00,
-338.3592E+00,
-337.8614E+00,
-337.3636E+00,
-336.8658E+00,
-336.3680E+00,
-335.8702E+00,
-335.3724E+00,
-334.8746E+00,
-334.3767E+00,
-333.8789E+00,
-333.3811E+00,
-332.8833E+00,
-332.3855E+00,
-331.8877E+00,
-331.3899E+00,
-330.8921E+00,
-330.3943E+00,
-329.8965E+00,
-329.3986E+00,
-328.9008E+00,
-328.4030E+00,
-327.9052E+00,
-327.4074E+00,
-326.9096E+00,
-326.4118E+00,
-325.9140E+00,
-325.4162E+00,
-324.9184E+00,
-324.4205E+00,
-323.9227E+00,
-323.4249E+00,
-322.9271E+00,
-322.4293E+00,
-321.9315E+00,
-321.4337E+00,
-320.9359E+00,
-320.4381E+00,
-319.9403E+00,
-319.4425E+00,
-318.9446E+00,
-318.4468E+00,
-317.9490E+00,
-317.4512E+00,
-316.9534E+00,
-316.4556E+00,
-315.9578E+00,
-315.4600E+00,
-314.9622E+00,
-314.4644E+00,
-313.9665E+00,
-313.4687E+00,
-312.9709E+00,
-312.4731E+00,
-311.9753E+00,
-311.4775E+00,
-310.9797E+00,
-310.4819E+00,
-309.9841E+00,
-309.4863E+00,
-308.9885E+00,
-308.4906E+00,
-307.9928E+00,
-307.4950E+00,
-306.9972E+00,
-306.4994E+00,
-306.0016E+00,
-305.5038E+00,
-305.0060E+00,
-304.5082E+00,
-304.0104E+00,
-303.5125E+00,
-303.0147E+00,
-302.5169E+00,
-302.0191E+00,
-301.5213E+00,
-301.0235E+00,
-300.5257E+00,
-300.0279E+00,
-299.5301E+00,
-299.0323E+00,
-298.5344E+00,
-298.0366E+00,
-297.5388E+00,
-297.0410E+00,
-296.5432E+00,
-296.0454E+00,
-295.5476E+00,
-295.0498E+00,
-294.5520E+00,
-294.0542E+00,
-293.5564E+00,
-293.0585E+00,
-292.5607E+00,
-292.0629E+00,
-291.5651E+00,
-291.0673E+00,
-290.5695E+00,
-290.0717E+00,
-289.5739E+00,
-289.0761E+00,
-288.5783E+00,
-288.0804E+00,
-287.5826E+00,
-287.0848E+00,
-286.5870E+00,
-286.0892E+00,
-285.5914E+00,
-285.0936E+00,
-284.5958E+00,
-284.0980E+00,
-283.6002E+00,
-283.1023E+00,
-282.6045E+00,
-282.1067E+00,
-281.6089E+00,
-281.1111E+00,
-280.6133E+00,
-280.1155E+00,
-279.6177E+00,
-279.1199E+00,
-278.6221E+00,
-278.1243E+00,
-277.6264E+00,
-277.1286E+00,
-276.6308E+00,
-276.1330E+00,
-275.6352E+00,
-275.1374E+00,
-274.6396E+00,
-274.1418E+00,
-273.6440E+00,
-273.1462E+00,
-272.6483E+00,
-272.1505E+00,
-271.6527E+00,
-271.1549E+00,
-270.6571E+00,
-270.1593E+00,
-269.6615E+00,
-269.1637E+00,
-268.6659E+00,
-268.1681E+00,
-267.6703E+00,
-267.1724E+00,
-266.6746E+00,
-266.1768E+00,
-265.6790E+00,
-265.1812E+00,
-264.6834E+00,
-264.1856E+00,
-263.6878E+00,
-263.1900E+00,
-262.6922E+00,
-262.1943E+00,
-261.6965E+00,
-261.1987E+00,
-260.7009E+00,
-260.2031E+00,
-259.7053E+00,
-259.2075E+00,
-258.7097E+00,
-258.2119E+00,
-257.7141E+00,
-257.2162E+00,
-256.7184E+00,
-256.2206E+00,
-255.7228E+00,
-255.2250E+00,
-254.7272E+00,
-254.2294E+00,
-253.7316E+00,
-253.2338E+00,
-252.7360E+00,
-252.2382E+00,
-251.7403E+00,
-251.2425E+00,
-250.7447E+00,
-250.2469E+00,
-249.7491E+00,
-249.2513E+00,
-248.7535E+00,
-248.2557E+00,
-247.7579E+00,
-247.2601E+00,
-246.7622E+00,
-246.2644E+00,
-245.7666E+00,
-245.2688E+00,
-244.7710E+00,
-244.2732E+00,
-243.7754E+00,
-243.2776E+00,
-242.7798E+00,
-242.2820E+00,
-241.7841E+00,
-241.2863E+00,
-240.7885E+00,
-240.2907E+00,
-239.7929E+00,
-239.2951E+00,
-238.7973E+00,
-238.2995E+00,
-237.8017E+00,
-237.3039E+00,
-236.8061E+00,
-236.3082E+00,
-235.8104E+00,
-235.3126E+00,
-234.8148E+00,
-234.3170E+00,
-233.8192E+00,
-233.3214E+00,
-232.8236E+00,
-232.3258E+00,
-231.8280E+00,
-231.3301E+00,
-230.8323E+00,
-230.3345E+00,
-229.8367E+00,
-229.3389E+00,
-228.8411E+00,
-228.3433E+00,
-227.8455E+00,
-227.3477E+00,
-226.8499E+00,
-226.3521E+00,
-225.8542E+00,
-225.3564E+00,
-224.8586E+00,
-224.3608E+00,
-223.8630E+00,
-223.3652E+00,
-222.8674E+00,
-222.3696E+00,
-221.8718E+00,
-221.3740E+00,
-220.8761E+00,
-220.3783E+00,
-219.8805E+00,
-219.3827E+00,
-218.8849E+00,
-218.3871E+00,
-217.8893E+00,
-217.3915E+00,
-216.8937E+00,
-216.3959E+00,
-215.8980E+00,
-215.4002E+00,
-214.9024E+00,
-214.4046E+00,
-213.9068E+00,
-213.4090E+00,
-212.9112E+00,
-212.4134E+00,
-211.9156E+00,
-211.4178E+00,
-210.9200E+00,
-210.4221E+00,
-209.9243E+00,
-209.4265E+00,
-208.9287E+00,
-208.4309E+00,
-207.9331E+00,
-207.4353E+00,
-206.9375E+00,
-206.4397E+00,
-205.9419E+00,
-205.4440E+00,
-204.9462E+00,
-204.4484E+00,
-203.9506E+00,
-203.4528E+00,
-202.9550E+00,
-202.4572E+00,
-201.9594E+00,
-201.4616E+00,
-200.9638E+00,
-200.4659E+00,
-199.9681E+00,
-199.4703E+00,
-198.9725E+00,
-198.4747E+00,
-197.9769E+00,
-197.4791E+00,
-196.9813E+00,
-196.4835E+00,
-195.9857E+00,
-195.4879E+00,
-194.9900E+00,
-194.4922E+00,
-193.9944E+00,
-193.4966E+00,
-192.9988E+00,
-192.5010E+00,
-192.0032E+00,
-191.5054E+00,
-191.0076E+00,
-190.5098E+00,
-190.0119E+00,
-189.5141E+00,
-189.0163E+00,
-188.5185E+00,
-188.0207E+00,
-187.5229E+00,
-187.0251E+00,
-186.5273E+00,
-186.0295E+00,
-185.5317E+00,
-185.0339E+00,
-184.5360E+00,
-184.0382E+00,
-183.5404E+00,
-183.0426E+00,
-182.5448E+00,
-182.0470E+00,
-181.5492E+00,
-181.0514E+00,
-180.5536E+00,
-180.0558E+00,
-179.5579E+00,
-179.0601E+00,
-178.5623E+00,
-178.0645E+00,
-177.5667E+00,
-177.0689E+00,
-176.5711E+00,
-176.0733E+00,
-175.5755E+00,
-175.0777E+00,
-174.5798E+00,
-174.0820E+00,
-173.5842E+00,
-173.0864E+00,
-172.5886E+00,
-172.0908E+00,
-171.5930E+00,
-171.0952E+00,
-170.5974E+00,
-170.0996E+00,
-169.6018E+00,
-169.1039E+00,
-168.6061E+00,
-168.1083E+00,
-167.6105E+00,
-167.1127E+00,
-166.6149E+00,
-166.1171E+00,
-165.6193E+00,
-165.1215E+00,
-164.6237E+00,
-164.1258E+00,
-163.6280E+00,
-163.1302E+00,
-162.6324E+00,
-162.1346E+00,
-161.6368E+00,
-161.1390E+00,
-160.6412E+00,
-160.1434E+00,
-159.6456E+00,
-159.1477E+00,
-158.6499E+00,
-158.1521E+00,
-157.6543E+00,
-157.1565E+00,
-156.6587E+00,
-156.1609E+00,
-155.6631E+00,
-155.1653E+00,
-154.6675E+00,
-154.1697E+00,
-153.6718E+00,
-153.1740E+00,
-152.6762E+00,
-152.1784E+00,
-151.6806E+00,
-151.1828E+00,
-150.6850E+00,
-150.1872E+00,
-149.6894E+00,
-149.1916E+00,
-148.6937E+00,
-148.1959E+00,
-147.6981E+00,
-147.2003E+00,
-146.7025E+00,
-146.2047E+00,
-145.7069E+00,
-145.2091E+00,
-144.7113E+00,
-144.2135E+00,
-143.7157E+00,
-143.2178E+00,
-142.7200E+00,
-142.2222E+00,
-141.7244E+00,
-141.2266E+00,
-140.7288E+00,
-140.2310E+00,
-139.7332E+00,
-139.2354E+00,
-138.7376E+00,
-138.2397E+00,
-137.7419E+00,
-137.2441E+00,
-136.7463E+00,
-136.2485E+00,
-135.7507E+00,
-135.2529E+00,
-134.7551E+00,
-134.2573E+00,
-133.7595E+00,
-133.2616E+00,
-132.7638E+00,
-132.2660E+00,
-131.7682E+00,
-131.2704E+00,
-130.7726E+00,
-130.2748E+00,
-129.7770E+00,
-129.2792E+00,
-128.7814E+00,
-128.2836E+00,
-127.7857E+00,
-127.2879E+00,
-126.7901E+00,
-126.2923E+00,
-125.7945E+00,
-125.2967E+00,
-124.7989E+00,
-124.3011E+00,
-123.8033E+00,
-123.3055E+00,
-122.8076E+00,
-122.3098E+00,
-121.8120E+00,
-121.3142E+00,
-120.8164E+00,
-120.3186E+00,
-119.8208E+00,
-119.3230E+00,
-118.8252E+00,
-118.3274E+00,
-117.8295E+00,
-117.3317E+00,
-116.8339E+00,
-116.3361E+00,
-115.8383E+00,
-115.3405E+00,
-114.8427E+00,
-114.3449E+00,
-113.8471E+00,
-113.3493E+00,
-112.8515E+00,
-112.3536E+00,
-111.8558E+00,
-111.3580E+00,
-110.8602E+00,
-110.3624E+00,
-109.8646E+00,
-109.3668E+00,
-108.8690E+00,
-108.3712E+00,
-107.8734E+00,
-107.3755E+00,
-106.8777E+00,
-106.3799E+00,
-105.8821E+00,
-105.3843E+00,
-104.8865E+00,
-104.3887E+00,
-103.8909E+00,
-103.3931E+00,
-102.8953E+00,
-102.3975E+00,
-101.8996E+00,
-101.4018E+00,
-100.9040E+00,
-100.4062E+00,
-99.9084E+00,
-99.4106E+00,
-98.9128E+00,
-98.4150E+00,
-97.9172E+00,
-97.4194E+00,
-96.9215E+00,
-96.4237E+00,
-95.9259E+00,
-95.4281E+00,
-94.9303E+00,
-94.4325E+00,
-93.9347E+00,
-93.4369E+00,
-92.9391E+00,
-92.4413E+00,
-91.9434E+00,
-91.4456E+00,
-90.9478E+00,
-90.4500E+00,
-89.9522E+00,
-89.4544E+00,
-88.9566E+00,
-88.4588E+00,
-87.9610E+00,
-87.4632E+00,
-86.9654E+00,
-86.4675E+00,
-85.9697E+00,
-85.4719E+00,
-84.9741E+00,
-84.4763E+00,
-83.9785E+00,
-83.4807E+00,
-82.9829E+00,
-82.4851E+00,
-81.9873E+00,
-81.4894E+00,
-80.9916E+00,
-80.4938E+00,
-79.9960E+00,
-79.4982E+00,
-79.0004E+00,
-78.5026E+00,
-78.0048E+00,
-77.5070E+00,
-77.0092E+00,
-76.5114E+00,
-76.0135E+00,
-75.5157E+00,
-75.0179E+00,
-74.5201E+00,
-74.0223E+00,
-73.5245E+00,
-73.0267E+00,
-72.5289E+00,
-72.0311E+00,
-71.5333E+00,
-71.0354E+00,
-70.5376E+00,
-70.0398E+00,
-69.5420E+00,
-69.0442E+00,
-68.5464E+00,
-68.0486E+00,
-67.5508E+00,
-67.0530E+00,
-66.5552E+00,
-66.0573E+00,
-65.5595E+00,
-65.0617E+00,
-64.5639E+00,
-64.0661E+00,
-63.5683E+00,
-63.0705E+00,
-62.5727E+00,
-62.0749E+00,
-61.5771E+00,
-61.0793E+00,
-60.5814E+00,
-60.0836E+00,
-59.5858E+00,
-59.0880E+00,
-58.5902E+00,
-58.0924E+00,
-57.5946E+00,
-57.0968E+00,
-56.5990E+00,
-56.1012E+00,
-55.6033E+00,
-55.1055E+00,
-54.6077E+00,
-54.1099E+00,
-53.6121E+00,
-53.1143E+00,
-52.6165E+00,
-52.1187E+00,
-51.6209E+00,
-51.1231E+00,
-50.6252E+00,
-50.1274E+00,
-49.6296E+00,
-49.1318E+00,
-48.6340E+00,
-48.1362E+00,
-47.6384E+00,
-47.1406E+00,
-46.6428E+00,
-46.1450E+00,
-45.6472E+00,
-45.1493E+00,
-44.6515E+00,
-44.1537E+00,
-43.6559E+00,
-43.1581E+00,
-42.6603E+00,
-42.1625E+00,
-41.6647E+00,
-41.1669E+00,
-40.6691E+00,
-40.1712E+00,
-39.6734E+00,
-39.1756E+00,
-38.6778E+00,
-38.1800E+00,
-37.6822E+00,
-37.1844E+00,
-36.6866E+00,
-36.1888E+00,
-35.6910E+00,
-35.1932E+00,
-34.6953E+00,
-34.1975E+00,
-33.6997E+00,
-33.2019E+00,
-32.7041E+00,
-32.2063E+00,
-31.7085E+00,
-31.2107E+00,
-30.7129E+00,
-30.2151E+00,
-29.7172E+00,
-29.2194E+00,
-28.7216E+00,
-28.2238E+00,
-27.7260E+00,
-27.2282E+00,
-26.7304E+00,
-26.2326E+00,
-25.7348E+00,
-25.2370E+00,
-24.7391E+00,
-24.2413E+00,
-23.7435E+00,
-23.2457E+00,
-22.7479E+00,
-22.2501E+00,
-21.7523E+00,
-21.2545E+00,
-20.7567E+00,
-20.2589E+00,
-19.7611E+00,
-19.2632E+00,
-18.7654E+00,
-18.2676E+00,
-17.7698E+00,
-17.2720E+00,
-16.7742E+00,
-16.2764E+00,
-15.7786E+00,
-15.2808E+00,
-14.7830E+00,
-14.2851E+00,
-13.7873E+00,
-13.2895E+00,
-12.7917E+00,
-12.2939E+00,
-11.7961E+00,
-11.2983E+00,
-10.8005E+00,
-10.3027E+00,
-9.8049E+00,
-9.3070E+00,
-8.8092E+00,
-8.3114E+00,
-7.8136E+00,
-7.3158E+00,
-6.8180E+00,
-6.3202E+00,
-5.8224E+00,
-5.3246E+00,
-4.8268E+00,
-4.3290E+00,
-3.8311E+00,
-3.3333E+00,
-2.8355E+00,
-2.3377E+00,
-1.8399E+00,
-1.3421E+00,
-844.3E-03,
-346.5E-03,
+151.3E-03,+5.1E-06
+649.1E-03,+10.6E-06
+1.1470E+00,+8.6E-06
+1.6448E+00,+18.2E-06
+2.1426E+00,+20.1E-06
+2.6404E+00,+67.1E-06
+3.1382E+00,+110.1E-06
+3.6360E+00,+57.4E-06
+4.1338E+00,+26.8E-06
+4.6316E+00,+39.4E-06
+5.1294E+00,+27.9E-06
+5.6272E+00,+39.0E-06
+6.1250E+00,+60.6E-06
+6.6229E+00,+22.9E-06
+7.1207E+00,+22.1E-06
+7.6185E+00,+17.0E-06
+8.1163E+00,+22.4E-06
+8.6141E+00,+7.5E-06
+9.1119E+00,+12.6E-06
+9.6097E+00,+21.9E-06
+10.1075E+00,+14.7E-06
+10.6053E+00,+8.6E-06
+11.1031E+00,+18.6E-06
+11.6010E+00,+17.6E-06
+12.0988E+00,+31.1E-06
+12.5966E+00,+41.2E-06
+13.0944E+00,+32.6E-06
+13.5922E+00,+24.3E-06
+14.0900E+00,+21.8E-06
+14.5878E+00,+17.7E-06
+15.0856E+00,+31.2E-06
+15.5834E+00,+44.1E-06
+16.0812E+00,+35.2E-06
+16.5791E+00,+79.3E-06
+17.0769E+00,+134.4E-06
+17.5747E+00,+73.0E-06
+18.0725E+00,+31.2E-06
+18.5703E+00,+59.1E-06
+19.0681E+00,+44.0E-06
+19.5659E+00,+20.9E-06
+20.0637E+00,+26.0E-06
+20.5615E+00,+28.6E-06
+21.0593E+00,+18.5E-06
+21.5571E+00,+35.4E-06
+22.0550E+00,+41.5E-06
+22.5528E+00,+35.4E-06
+23.0506E+00,+63.7E-06
+23.5484E+00,+55.0E-06
+24.0462E+00,+23.7E-06
+24.5440E+00,+37.7E-06
+25.0418E+00,+50.1E-06
+25.5396E+00,+24.6E-06
+26.0374E+00,+19.3E-06
+26.5352E+00,+17.6E-06
+27.0331E+00,+10.1E-06
+27.5309E+00,+70.3E-06
+28.0287E+00,+102.5E-06
+28.5265E+00,+52.9E-06
+29.0243E+00,+22.6E-06
+29.5221E+00,+16.9E-06
+30.0199E+00,+82.4E-06
+30.5177E+00,+3.7457E-03
+31.0155E+00,+6.9202E-03
+31.5133E+00,+5.3047E-03
+32.0112E+00,+481.6E-06
+32.5090E+00,+122.6E-06
+33.0068E+00,+46.0E-06
+33.5046E+00,+40.6E-06
+34.0024E+00,+43.5E-06
+34.5002E+00,+42.1E-06
+34.9980E+00,+16.3E-06
+35.4958E+00,+17.5E-06
+35.9936E+00,+11.5E-06
+36.4914E+00,+4.1E-06
+36.9892E+00,+17.6E-06
+37.4871E+00,+37.2E-06
+37.9849E+00,+27.7E-06
+38.4827E+00,+9.8E-06
+38.9805E+00,+10.8E-06
+39.4783E+00,+10.7E-06
+39.9761E+00,+32.1E-06
+40.4739E+00,+36.5E-06
+40.9717E+00,+16.4E-06
+41.4695E+00,+12.0E-06
+41.9673E+00,+11.6E-06
+42.4652E+00,+5.3E-06
+42.9630E+00,+18.9E-06
+43.4608E+00,+27.2E-06
+43.9586E+00,+29.5E-06
+44.4564E+00,+17.9E-06
+44.9542E+00,+29.3E-06
+45.4520E+00,+28.8E-06
+45.9498E+00,+16.6E-06
+46.4476E+00,+18.7E-06
+46.9454E+00,+21.3E-06
+47.4432E+00,+50.7E-06
+47.9411E+00,+124.9E-06
+48.4389E+00,+107.8E-06
+48.9367E+00,+33.7E-06
+49.4345E+00,+20.9E-06
+49.9323E+00,+31.7E-06
+50.4301E+00,+25.4E-06
+50.9279E+00,+100.0E-06
+51.4257E+00,+113.6E-06
+51.9235E+00,+42.6E-06
+52.4213E+00,+23.2E-06
+52.9192E+00,+36.9E-06
+53.4170E+00,+17.3E-06
+53.9148E+00,+42.8E-06
+54.4126E+00,+71.8E-06
+54.9104E+00,+61.4E-06
+55.4082E+00,+39.8E-06
+55.9060E+00,+20.0E-06
+56.4038E+00,+19.3E-06
+56.9016E+00,+9.7E-06
+57.3994E+00,+7.3E-06
+57.8973E+00,+10.6E-06
+58.3951E+00,+33.3E-06
+58.8929E+00,+83.8E-06
+59.3907E+00,+75.9E-06
+59.8885E+00,+29.9E-06
+60.3863E+00,+18.1E-06
+60.8841E+00,+9.9E-06
+61.3819E+00,+47.2E-06
+61.8797E+00,+175.3E-06
+62.3775E+00,+184.9E-06
+62.8753E+00,+51.1E-06
+63.3732E+00,+29.7E-06
+63.8710E+00,+14.0E-06
+64.3688E+00,+22.7E-06
+64.8666E+00,+104.3E-06
+65.3644E+00,+126.1E-06
+65.8622E+00,+46.9E-06
+66.3600E+00,+20.0E-06
+66.8578E+00,+33.1E-06
+67.3556E+00,+33.5E-06
+67.8534E+00,+32.1E-06
+68.3513E+00,+21.8E-06
+68.8491E+00,+10.8E-06
+69.3469E+00,+39.1E-06
+69.8447E+00,+90.2E-06
+70.3425E+00,+81.4E-06
+70.8403E+00,+32.4E-06
+71.3381E+00,+15.7E-06
+71.8359E+00,+28.7E-06
+72.3337E+00,+52.5E-06
+72.8315E+00,+93.7E-06
+73.3294E+00,+81.8E-06
+73.8272E+00,+22.8E-06
+74.3250E+00,+12.2E-06
+74.8228E+00,+5.4E-06
+75.3206E+00,+26.6E-06
+75.8184E+00,+84.5E-06
+76.3162E+00,+102.7E-06
+76.8140E+00,+50.4E-06
+77.3118E+00,+13.7E-06
+77.8096E+00,+19.4E-06
+78.3074E+00,+25.5E-06
+78.8053E+00,+36.2E-06
+79.3031E+00,+55.3E-06
+79.8009E+00,+27.4E-06
+80.2987E+00,+19.1E-06
+80.7965E+00,+20.1E-06
+81.2943E+00,+15.4E-06
+81.7921E+00,+40.9E-06
+82.2899E+00,+64.0E-06
+82.7877E+00,+32.0E-06
+83.2855E+00,+19.7E-06
+83.7834E+00,+46.4E-06
+84.2812E+00,+45.4E-06
+84.7790E+00,+32.8E-06
+85.2768E+00,+58.3E-06
+85.7746E+00,+51.3E-06
+86.2724E+00,+32.9E-06
+86.7702E+00,+20.8E-06
+87.2680E+00,+20.9E-06
+87.7658E+00,+4.6E-06
+88.2636E+00,+11.7E-06
+88.7614E+00,+16.8E-06
+89.2593E+00,+16.7E-06
+89.7571E+00,+32.3E-06
+90.2549E+00,+47.6E-06
+90.7527E+00,+26.5E-06
+91.2505E+00,+11.5E-06
+91.7483E+00,+21.5E-06
+92.2461E+00,+28.9E-06
+92.7439E+00,+63.4E-06
+93.2417E+00,+102.2E-06
+93.7395E+00,+50.8E-06
+94.2374E+00,+27.2E-06
+94.7352E+00,+41.0E-06
+95.2330E+00,+18.4E-06
+95.7308E+00,+33.9E-06
+96.2286E+00,+57.1E-06
+96.7264E+00,+33.3E-06
+97.2242E+00,+24.3E-06
+97.7220E+00,+40.7E-06
+98.2198E+00,+39.8E-06
+98.7176E+00,+7.6E-06
+99.2155E+00,+33.8E-06
+99.7133E+00,+77.1E-06
+100.2111E+00,+111.1E-06
+100.7089E+00,+76.1E-06
+101.2067E+00,+65.8E-06
+101.7045E+00,+43.0E-06
+102.2023E+00,+38.1E-06
+102.7001E+00,+38.3E-06
+103.1979E+00,+26.4E-06
+103.6957E+00,+51.0E-06
+104.1935E+00,+73.3E-06
+104.6914E+00,+32.2E-06
+105.1892E+00,+18.5E-06
+105.6870E+00,+27.6E-06
+106.1848E+00,+18.2E-06
+106.6826E+00,+55.8E-06
+107.1804E+00,+94.1E-06
+107.6782E+00,+52.4E-06
+108.1760E+00,+27.4E-06
+108.6738E+00,+42.0E-06
+109.1716E+00,+25.0E-06
+109.6695E+00,+43.1E-06
+110.1673E+00,+75.3E-06
+110.6651E+00,+48.3E-06
+111.1629E+00,+26.0E-06
+111.6607E+00,+34.1E-06
+112.1585E+00,+36.2E-06
+112.6563E+00,+33.9E-06
+113.1541E+00,+21.6E-06
+113.6519E+00,+14.4E-06
+114.1497E+00,+20.1E-06
+114.6476E+00,+22.4E-06
+115.1454E+00,+29.5E-06
+115.6432E+00,+26.3E-06
+116.1410E+00,+36.1E-06
+116.6388E+00,+48.5E-06
+117.1366E+00,+32.9E-06
+117.6344E+00,+28.5E-06
+118.1322E+00,+31.4E-06
+118.6300E+00,+15.0E-06
+119.1278E+00,+20.1E-06
+119.6256E+00,+22.7E-06
+120.1235E+00,+8.6E-06
+120.6213E+00,+37.8E-06
+121.1191E+00,+112.7E-06
+121.6169E+00,+75.3E-06
+122.1147E+00,+31.4E-06
+122.6125E+00,+59.8E-06
+123.1103E+00,+53.0E-06
+123.6081E+00,+111.8E-06
+124.1059E+00,+308.3E-06
+124.6037E+00,+272.4E-06
+125.1016E+00,+69.9E-06
+125.5994E+00,+9.2E-06
+126.0972E+00,+14.6E-06
+126.5950E+00,+29.0E-06
+127.0928E+00,+78.6E-06
+127.5906E+00,+84.8E-06
+128.0884E+00,+32.5E-06
+128.5862E+00,+5.7E-06
+129.0840E+00,+12.6E-06
+129.5818E+00,+25.8E-06
+130.0796E+00,+38.8E-06
+130.5775E+00,+47.8E-06
+131.0753E+00,+33.9E-06
+131.5731E+00,+16.5E-06
+132.0709E+00,+37.3E-06
+132.5687E+00,+33.8E-06
+133.0665E+00,+18.9E-06
+133.5643E+00,+28.6E-06
+134.0621E+00,+13.8E-06
+134.5599E+00,+22.5E-06
+135.0577E+00,+76.0E-06
+135.5556E+00,+76.1E-06
+136.0534E+00,+25.7E-06
+136.5512E+00,+25.8E-06
+137.0490E+00,+28.3E-06
+137.5468E+00,+38.9E-06
+138.0446E+00,+88.2E-06
+138.5424E+00,+90.7E-06
+139.0402E+00,+39.4E-06
+139.5380E+00,+15.0E-06
+140.0358E+00,+21.1E-06
+140.5337E+00,+30.5E-06
+141.0315E+00,+95.8E-06
+141.5293E+00,+95.5E-06
+142.0271E+00,+28.7E-06
+142.5249E+00,+23.0E-06
+143.0227E+00,+39.4E-06
+143.5205E+00,+22.4E-06
+144.0183E+00,+15.9E-06
+144.5161E+00,+26.8E-06
+145.0139E+00,+35.5E-06
+145.5117E+00,+43.2E-06
+146.0096E+00,+73.1E-06
+146.5074E+00,+61.9E-06
+147.0052E+00,+35.2E-06
+147.5030E+00,+44.4E-06
+148.0008E+00,+36.7E-06
+148.4986E+00,+39.4E-06
+148.9964E+00,+81.7E-06
+149.4942E+00,+64.0E-06
+149.9920E+00,+29.6E-06
+150.4898E+00,+28.4E-06
+150.9877E+00,+23.0E-06
+151.4855E+00,+24.8E-06
+151.9833E+00,+58.3E-06
+152.4811E+00,+60.9E-06
+152.9789E+00,+20.2E-06
+153.4767E+00,+39.2E-06
+153.9745E+00,+48.7E-06
+154.4723E+00,+26.2E-06
+154.9701E+00,+53.2E-06
+155.4679E+00,+64.0E-06
+155.9658E+00,+23.1E-06
+156.4636E+00,+19.3E-06
+156.9614E+00,+34.7E-06
+157.4592E+00,+25.6E-06
+157.9570E+00,+40.8E-06
+158.4548E+00,+62.5E-06
+158.9526E+00,+35.9E-06
+159.4504E+00,+7.0E-06
+159.9482E+00,+4.1E-06
+160.4460E+00,+4.2E-06
+160.9438E+00,+14.1E-06
+161.4417E+00,+34.9E-06
